head,tail,sentence
中利集团,上海电气,【中利集团：涉及与上海电气业务逾期应收账款5.07亿元】中利集团(002309)7月28日晚间公告，公司涉及与上海电气业务逾期应收账款合计5.07亿元；公司参股19%股份的公司即中利电子存在部分通信业务相关合同应收，截至2021年6月30日，中利电子涉及逾期应收账款合计8.78亿元，该业务的材料预付款项7.71亿元，上述事项可能导致公司产生损失的风险
海伦钢琴,珠江钢琴,【素质教育概念暴涨，“卖钢琴的”疯涨20%看懵股民】值得一提的是，被冠以“素质教育概念股”的海伦钢琴收获20%涨停，同行业珠江钢琴也封住涨停板
宁波韵升,广晟有色,【7月四度上调产品挂牌价！稀土价格指数大涨20%，概念股应声走强】频频异动的稀土永磁板块7月28日盘中再度冲高，其中，宁波韵升收于涨停板，广晟有色盘中涨停，多股跟涨
中国石化,中国石油,【中国石化海南炼化100万吨/年乙烯及炼油改扩建项目即将投产】记者28日从中国石油化工集团有限公司获悉，中国石化海南炼化100万吨/年乙烯及炼油改扩建项目即将建成投产，可拉动超千亿元下游产业
广电运通,民生银行,【广电运通：全面中标民生银行新型厅堂运营机具项目】近日，广电运通全面中标民生银行新型厅堂运营机具项目，助力民生银行网点综合效能提升、数字化转型
中远海控,中远海发,【板块异动】港股港口航运股午后拉升，东方海外国际上涨8.47%，中远海控上涨6.30%，永丰集团控股上涨5.77%，海丰国际上涨5.56%，太平洋航运上涨4.83%，中远海发上涨4.28%
比亚迪,长城汽车,【汽车股集体反弹，芯片供给改善将推动龙头景气度走高】汽车股集体反弹，吉利汽车涨5.56%，比亚迪和长城汽车涨近2%，小鹏汽车涨6.8%
宁德时代,隆基股份,今日碳中和ETF（159790）开售，发售一天，其跟踪指数精选碳中和主题50只龙头个股，全面覆盖新能源车、光伏、风电、电池等主流热门赛道，前两大成分股宁德时代、隆基股份权重达32%，前十大成分股权重超69%，碳中和ETF汇聚行业龙头，个股权重也更集中
紫金矿业,中国黄金,【行情】港股黄金股齐涨，紫金矿业(02899.HK)涨7%，中国黄金国际(02099.HK)涨3%，招金矿业(01818.HK)涨1.8%
昂立教育,勤上股份,【教育板块继续走低】学大教育继续跌停，昂立教育、豆神教育、勤上股份等跌幅居前
农业银行,中国银行,中国农业银行、中国银行近期都对手机银行功能进行了完善，客户体验逐步提升
博拓生物,国光电气,【证监会同意3家企业科创板IPO注册】近日，证监会按法定程序同意以下企业科创板首次公开发行股票注册：杭州博拓生物科技股份有限公司、上海卓然工程技术股份有限公司、成都国光电气股份有限公司
南玻A,亿纬锂能,粗略统计显示，爱旭股份、南玻A、中盐化工等几十只相关概念股跌停，概念龙头之一亿纬锂能跌超13%
宝丰能源,帝科股份,从机构评级变动看，今日机构买入型评级记录中，有10条评级记录为机构首次关注，涉及宝丰能源、帝科股份等10只个股
新湖中宝,数源科技,【新湖中宝：拟与数源科技合作打造“未来社区”】新湖中宝(600208)7月27日晚间公告，全资子公司新湖地产、趣链科技、新湖绿城物业与数源科技(000909)签订战略合作协议
洛阳钼业,赣锋锂业,【板块异动】港股有色金属逆势走强，南方锰业涨超22%，新疆新鑫矿业涨9%，洛阳钼业涨逾5%，赣锋锂业涨4.5%，中国宏桥涨3.86%
中源家居,利通电子,【证券时报头版评论：维护市场秩序要让违法者知疼】近日，多起证券违法案件有了最新进展，“中源家居”“利通电子”等股票价格操纵案涉嫌构成操纵市场犯罪，已移送公安机关追究刑事责任
长城证券,深圳能源,【长城证券：拟向华能资本、深圳能源等定增募资100亿元】长城证券(002939)7月26日晚披露定增预案，募资额不超过100亿元（含本数），扣除发行费用后拟全部用于增加公司资本金、补充公司营运资金及偿还债务
阳光电源,葛洲坝,【阳光电源：与葛洲坝装备公司签署战略合作协议】近日，中国葛洲坝集团装备工业有限公司董事长姚明辉一行到访阳光电源
国泰君安,中金公司,【国泰君安与中金完成首笔“CFETS银行间碳中和债券指数”互换交易】中国外汇交易中心消息，今日，在中国外汇交易中心的指导下，国泰君安证券与中金公司通过银行间市场本币交易系统达成了首笔挂钩“CFETS银行间碳中和债券指数”的互换交易
中润资源,紫金矿业,【中润资源：紫金矿业拟投资公司矿产项目】中润资源(000506)7月26日晚间公告，公司拟与紫金矿业(601899)签署合作框架协议，由紫金矿业或方面对公司控股公司瓦图科拉所拥有的探矿权和公司控股公司平武中金进行投资，并负责对瓦科图拉探矿权和平武中金金矿项目进行运营管理
容百科技,孚能科技,【容百科技：获孚能科技高镍三元正极材料长期采购订单】容百科技(688005)7月26日晚间公告，收到下游客户孚能科技(688567)高镍三元正极材料长期采购订单意向，双方于近日签署正极材料采购框架协议
中国能建,葛洲坝,【中国能建：签约3个项目EPC合同和1个项目合作协议，总额超20亿美元】中国能建消息，在刚刚结束的第12届国际基础设施投资与建设高峰论坛上，中国能建葛洲坝国际公司通过视频连线方式成功签约3个项目EPC合同和1个项目合作协议，总金额超过20亿美元
交通银行,中国石油,【中石油纪检监察组组长徐吉明或将赴任交行监事长，此前已空缺5个月】记者多方了解到，交通银行(03328.HK)“三长”之一的监事长一职在空缺五个月之后，或将迎来继任者——来自中国石油(00857.HK)天然气集团有限公司党组成员、纪检监察组组长徐吉明
珠海港,中金公司,【中金：看好天伦燃气(1600.HK)珠海港入股以及ESG表现，评级“跑赢行业”】中金公司发布天伦燃气(1600.HK)最新研报，维持公司“跑赢行业”评级，给予目标价10港元
贵州茅台,通策医疗,三大股指杀跌，“喝酒吃药”大调整！贵州茅台创年内新低，通策医疗跌停
牧原股份,立华股份,同时考虑猪企生猪出栏情况、成本控制情况等因素，建议关注牧原股份；另外，立华股份作为华东区黄羽鸡养殖龙头，具备成本领先优势，可持续关注
中恒集团,中国医药,【中恒集团入围“2020年度中国中药企业TOP100排行榜”第19位】7月21日，2021中国医药健康产业共生大会开幕，揭晓了2020年度中国医药工业百强系列榜单
中恒集团,莱美药业,近年来，中恒集团产业结构调整步伐加快，业务涵盖医药制造、医药研发、健康食品和快消品、医疗器械、医药流通、中药材产业等领域；中恒集团还控股重庆首批创业板上市公司——莱美药业，构建起“中药-化药-生物医药”的发展新格局
瑞斯康达,凯乐科技,值得注意的是，不仅上述4家公司卷入隋田力的“连环雷”，还有瑞斯康达、凯乐科技两家上市公司牵涉其中，虽未专门公告风险提示，但均存在应收账款违约的情况
卫宁健康,创业慧康,【卫宁健康、创业慧康收关注函：是否滥用重组停牌】7月25日，卫宁健康、创业慧康收到深交所关注函
双汇发展,三全食品,郑州两大食品巨头双汇发展、三全食品已经恢复生产经营，中国证券报记者在现场看到，厂区内熙熙攘攘，恢复交通后厂内的货物正在安排运往全国各地
中源家居,利通电子,【涉案金额逾30亿！证监会通报中源家居等股价操纵案，举报人叶飞最新发声】经查，2020年9月至2021年5月，史某等操纵团伙控制数十个证券账户，通过连续交易、对倒等违法方式拉抬“中源家居”“利通电子”股票价格，交易金额达30余亿元，相关行为已达到刑事立案追诉标准，涉嫌构成操纵市场犯罪
浦发银行,兴业银行,浦发银行、兴业银行等银行则从25日起，将ATM同城、异地跨行取现手续费降低到3.5元每笔
重庆钢铁,东方集团,【板块异动】钢铁股持续拉升，马鞍山钢铁股份上涨超8%，中国罕王涨5.56%，铁货涨5%，重庆钢铁股份涨近5%，中国东方集团涨3.7%
重庆钢铁,鞍钢股份,【行情】港股钢铁、有色金属板块盘初冲高，马鞍山钢铁股份(00323.HK)涨5.2%，五矿资源(01208.HK)涨3.8%，重庆钢铁股份(01053.HK)涨3%，鞍钢股份(00347.HK)涨2.5%
城发环境,启迪环境,【城发环境收购启迪环境方案调整，换股交易价格下调至76亿元】7月22日晚间，城发环境披露重大资产重组方案调整的公告
城发环境,启迪环境,根据公告，城发环境换股吸收合并启迪环境及募集配套资金的方案进行调整
中国电信,中国联通,若之后在A股市场发行成功，中国电信将成为继中国联通之后，三大运营商中第二家“A+H”股上市的企业
上海电气,上海机场,非公开完成后，公司控股股东为上海砥安，无实际控制人，上海电气、上海国盛、上海机场、上海国际将成为公司间接股东
中国广核,中广核技,该项目是国家原子能机构的核能开发科研资助项目，由中国广核集团所属中广核技(000881)建设，日处理抗生素菌渣100至120吨，处理后的菌渣可制成肥料实现资源化再利用
冠石科技,中铁特货,【证监会核发三家公司IPO批文】证监会消息，近日按法定程序核准了以下企业的首发申请：南京冠石科技股份有限公司，北京正和恒基滨水生态环境治理股份有限公司，中铁特货物流股份有限公司
